model,param1_name,param2_name,param1,param2,n_trials,sigma,prior_scale,n,original_pd_rate,fd_pd_rate,ad_pd_rate,original_numerical_failure_rate,fd_numerical_failure_rate,structural_laplace_failure_rate,median_original_ad_rel_error,median_fd_ad_rel_error,median_original_min_eig,median_fd_min_eig,median_ad_min_eig,median_original_log10_condition,median_fd_log10_condition,median_ad_log10_condition,median_abs_delta_loge_original_ad,median_abs_delta_loge_fd_ad
categorical,alpha,beta,0.95,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.3853691320592056e-05,4.811292972337045e-08,3.544577561431087,3.5447617114979875,3.544760478027327,0.952914058343734,0.952893769138559,0.9528938910661942,1.807418512456138e-05,1.2575504015899241e-07
categorical,alpha,beta,0.95,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,8.769060821713626e-06,1.4053247787276188e-08,1.9862589305106484,1.9863213170732554,1.986321243993642,1.520537331211036,1.5205410328432503,1.5205410437038878,2.2146840429115855e-05,2.8850230648913566e-08
categorical,alpha,beta,0.95,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1081261393841574e-05,1.5986358028662463e-08,0.8621099320834016,0.8621347618969646,0.8621346995053734,1.997616695814025,1.9976011693697575,1.9976011733293075,3.147712767948008e-05,2.5819769433610418e-08
ces,alpha,rho,0.05,-0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.6523845337779337e-05,2.0584396631356665e-08,4.766512580716075,4.76482845487667,4.764833971497099,2.656686249230778,2.656784445328231,2.6567858665029487,0.00019298511308105,2.061906219097409e-06
ces,alpha,rho,0.05,-0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.6701972820362747e-05,1.7747611783070855e-08,4.506857681832913,4.50795046842532,4.507934960374998,2.692624665796884,2.692423868221046,2.692433981258968,0.00013153285275175,1.4088271633738714e-06
ces,alpha,rho,0.05,-0.1,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4047826225252972e-05,2.1169802372035207e-08,4.775029287188987,4.808711867472272,4.808322081927671,2.640128513296137,2.6402289835377823,2.6402214474957377,0.00014814528565660002,2.0264823632487605e-06
ces,alpha,rho,0.05,0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1719267882957215e-05,1.361255009605535e-08,4.417559064753206,4.413049788997579,4.4130370521709565,2.6430561444365512,2.6434900733326385,2.643490788917782,0.00017931531487385002,1.47065754418918e-06
ces,alpha,rho,0.05,0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,9.19661879955888e-06,1.2164982982414477e-08,4.475805340487598,4.475272746221705,4.475283806768513,2.6239359036881624,2.623922208200561,2.623922567582265,7.756704186334673e-05,1.3883826994742776e-06
ces,alpha,rho,0.25,-0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.0767646268850175e-05,1.2416872880178123e-08,12.464939494972423,12.465494792952583,12.465493414739058,2.181069135076144,2.1810542204503034,2.181054476615219,2.1707020167127666e-05,1.0726097698920967e-07
ces,alpha,rho,0.25,-0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4851069603651287e-05,1.3995478091607057e-08,14.724780720356707,14.724967529759029,14.724958555068444,2.1258907553604525,2.1258745600980014,2.1258749643358623,3.674878829684758e-05,4.069531556183392e-07
ces,alpha,rho,0.25,-0.1,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.2041267951869418e-05,1.377560360190082e-08,13.962010184737782,13.962266433550045,13.96226770211059,2.124027253961602,2.1240240832101778,2.1240240225832085,2.3157298699061357e-05,2.385644748414961e-07
ces,alpha,rho,0.25,0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,4.302168083553117e-06,7.061847658755885e-09,14.341273881774272,14.341443797164047,14.341458562613122,2.1052176562966736,2.1052202149398207,2.1052203655373587,1.569310663640522e-05,2.812586110678694e-07
ces,alpha,rho,0.25,0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.6487499869751666e-06,4.029208307483999e-09,14.101962227685085,14.102196888144661,14.102195939751738,2.142567968889118,2.14255254447649,2.1425526713417673,7.5827577532550094e-06,1.0763884006337321e-07
ces,alpha,rho,0.5,-0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,4.974366623045941e-06,1.1936872157332342e-08,19.12973460115321,19.130491594605793,19.13047758855115,1.9301161918678669,1.9301224466871707,1.9301225871124559,7.013118384691097e-06,4.8267079222341636e-08
ces,alpha,rho,0.5,-0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,5.515818329001254e-06,1.1460668438666974e-08,20.553756736944614,20.553947928705607,20.5539446743389,1.9212174221003915,1.921213428991747,1.9212135947394549,1.0600470741195522e-05,8.045813970625204e-08
ces,alpha,rho,0.5,-0.1,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,3.0190259635473676e-06,1.3373885882477442e-08,20.53575686048219,20.53523677065614,20.535239424503548,1.920791303716496,1.9207899772195256,1.9207904351073906,2.0920524530509965e-05,2.4825464350897164e-07
ces,alpha,rho,0.5,0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,4.4913261931897855e-06,9.114705701831194e-09,20.3047352251715,20.304447732635822,20.30444642971844,1.9205443578915466,1.9205437581835227,1.920543973585745,1.380935620787227e-05,2.560715124388935e-07
ces,alpha,rho,0.5,0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.8893151755297094e-06,2.8711938646233847e-09,23.689862495829406,23.68988357526775,23.68988170806025,1.9241243513994621,1.9241191577077559,1.9241192001358096,6.353195040276205e-06,4.732340386226497e-08
ces,alpha,rho,0.75,-0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.5219360890595028e-05,1.3140072024467133e-08,12.547807079462316,12.5477973084882,12.547795713033608,2.146505479784845,2.146502577227076,2.1465029104150926,1.5447671881219094e-05,1.6398938029738022e-07
ces,alpha,rho,0.75,-0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4058780237913496e-05,1.3998201932785006e-08,14.687746391246122,14.68765543269654,14.687652323890077,2.139511310906018,2.139516479665696,2.1395164064156798,3.2197854231696965e-05,3.000168860012309e-07
ces,alpha,rho,0.75,-0.1,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,9.231721164966679e-06,1.2913670590845708e-08,13.907469630767181,13.907476745307651,13.907471468293036,2.1263124850987984,2.1262822961081658,2.126278979363092,2.8006657270651658e-05,2.6734199920497304e-07
ces,alpha,rho,0.75,0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,6.192167743899894e-06,9.762131762800372e-09,12.006271516584057,12.006729826394022,12.006732392004583,2.1384780962652057,2.138458127226918,2.1384583454546746,2.3976511528189803e-05,2.9669693901723804e-07
ces,alpha,rho,0.75,0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.2572877199546214e-06,4.125000531567302e-09,12.197823993644072,12.197129001698585,12.197118524250676,2.1350571011881145,2.135046999565462,2.135047184239525,1.1333062317930853e-05,1.8756391284568963e-07
ces,alpha,rho,0.95,-0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.793826412501543e-05,1.922530051079319e-08,4.899454911509496,4.904679818509773,4.904792358716538,2.657676017508126,2.657758052811648,2.6577573382175466,6.364166057437615e-05,1.6172783467993668e-06
ces,alpha,rho,0.95,-0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.526270806246296e-05,1.6419141025484672e-08,4.637589296904456,4.638055319567319,4.638068306756468,2.6309819999604405,2.6310717411089235,2.6310696457574103,0.0001367614748133,1.6969290470569831e-06
ces,alpha,rho,0.95,-0.1,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.5266927445043743e-05,1.6389626779179275e-08,4.470267098844744,4.5056062012415605,4.505848437484249,2.6401053965557897,2.6400604489144737,2.640061100385391,6.217192341750888e-05,9.804800527035695e-07
ces,alpha,rho,0.95,0.3,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1925572740140916e-05,1.496216115746291e-08,4.397804511971926,4.432964066109358,4.432950034197153,2.6712431859960466,2.6714799779450487,2.6714766068458307,0.00011440713852195,1.3286907787346536e-06
ces,alpha,rho,0.95,0.7,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,9.730194103011604e-06,1.1842474200662535e-08,4.557296593006648,4.558344980710956,4.558320539367738,2.67097899478199,2.670881239940798,2.670883510029843,0.0001004589451802789,1.0328164954387375e-06
